ligne;code_trace;code_ligne;type_trace;nom_trace;sens;origine;destination;nom_origine;nom_destination;famille_transport;date_debut;date_fin;code_type_ligne;nom_type_ligne;pmr;code_tri_ligne;nom_version;last_update;last_update_fme;gid
60;60-9;60A;TVX;Debourg - Feyzin Les Razes via Chambaud;Aller;20202;10437;Debourg;Feyzin Les Razes;BUS;20180324;;REG;Régulière;True;60;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.656000+02:00;868
60;60-7;60A;TVX;Debourg - Feyzin Les Razes via Port;Aller;20202;10437;Debourg;Feyzin Les Razes;BUS;20180324;;REG;Régulière;True;60;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.656657+02:00;869
38;38-1;38B;NOM;Gare Part-Dieu V.Merle - Caluire - Pl. Bascule;Aller;11064;33190;Gare Part-Dieu V.Merle;Caluire - Pl. Bascule;BUS;20260421;;REG;Régulière;True;38;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.632940+02:00;491
60;60-10;60A;TVX;Feyzin Les Razes - Debourg via Chambaud;Retour;10437;20202;Feyzin Les Razes;Debourg;BUS;20180324;;REG;Régulière;True;60;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.657246+02:00;870
60;60-14;60A;TVX;Feyzin Chateau de l'Isle - Debourg via Chambaud;Retour;10435;20202;Feyzin Château de l'Isle;Debourg;BUS;20180324;;REG;Régulière;True;60;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.657881+02:00;872
60;60-12;60A;TVX;Feyzin Chateau de l'Isle - Debourg via Port;Retour;10435;20202;Feyzin Château de l'Isle;Debourg;BUS;20180324;;REG;Régulière;True;60;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.658690+02:00;871
38;38-2;38B;NOM;Caluire - Pl. Bascule - Gare Part-Dieu V.Merle;Retour;33190;11064;Caluire - Pl. Bascule;Gare Part-Dieu V.Merle;BUS;20260421;;REG;Régulière;True;38;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.633530+02:00;492
27;27-2;27A;NOM;Villeurbanne Centre - Vieux Lyon;Retour;33593;20167;Villeurbanne Centre;Vieux Lyon;BUS;20180101;;REG;Régulière;True;27;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.616030+02:00;474
29;29-3;29A;NOM;Meyzieu Z.i. - RN6 - A. Pare;Aller;31620;10723;Meyzieu Z.i.;R.N.6 - A. Pare;BUS;20180309;;REG;Régulière;True;29;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.618287+02:00;477
60;60-8;60A;TVX;Feyzin Les Razes - Debourg via Port;Retour;10437;20202;Feyzin Les Razes;Debourg;BUS;20180324;;REG;Régulière;True;60;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.659430+02:00;873
30;30-1;30B;NOM;St-Pierre-de-Chandieu - Rajat - St Priest Jules Ferry;Aller;34339;31140;St-P.de-Chandieu - Rajat;St-Priest Jules Ferry;BUS;20190209;;REG;Régulière;True;30;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.619787+02:00;719
64;64-2;64A;NOR;St Fons Semard - Jean Mace;Retour;11785;10593;St Fons Semard;Jean Macé;BUS;20251119;;REG;Régulière;True;64;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.664808+02:00;730
30;30-2;30B;NOM;St Priest Jules Ferry - St-Pierre-de-Chandieu - Rajat;Retour;31140;34339;St-Priest Jules Ferry;St-P.de-Chandieu - Rajat;BUS;20190209;;REG;Régulière;True;30;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.622282+02:00;722
65;65-2;65B;NOM;Charcot - La Source - Gorge de Loup;Retour;30071;10513;Charcot - La Source;Gorge de Loup;BUS;20300320;;REG;Régulière;True;65;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.666283+02:00;531
66;66-1;66B;NOM;St Just - Champagne Ecoles;Aller;11319;30637;St Just;Champagne Ecoles;BUS;20300320;;REG;Régulière;True;66;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.666965+02:00;535
67;67-5;67A;NOM;Laurent Bonnevay - Meyzieu Z.i.;Aller;10716;31620;Laurent Bonnevay;Meyzieu Z.i.;BUS;20300821;;REG;Régulière;True;67;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.668096+02:00;766
67;67-6;67A;NOM;Meyzieu Z.i. - Laurent Bonnevay;Retour;31620;10716;Meyzieu Z.i.;Laurent Bonnevay;BUS;20300821;;REG;Régulière;True;67;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.668701+02:00;767
68;68-1;68B;NOM;Vaulx-en-Velin La Soie - Les Grandes Terres;Aller;31760;10805;Vaulx-en-Velin La Soie;Chassieu Grandes Terres;BUS;20180101;;REG;Régulière;True;68;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.669329+02:00;541
68;68-2;68B;NOM;Les Grandes Terres - Vaulx-en-Velin La Soie;Retour;10805;31760;Chassieu Grandes Terres;Vaulx-en-Velin La Soie;BUS;20180101;;REG;Régulière;True;68;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.669990+02:00;542
31;31-3;31A;NUI;Cite Edouard Herriot - Gare de Vaise;Retour;10249;10487;Cité Edouard Herriot;Gare de Vaise-G.Collomb;BUS;20180101;;REG;Régulière;True;31;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.626880+02:00;482
69;69-5;69A;TVX;Manufacture Montluc - College du Tonkin;Aller;10905;10259;Manufacture Montluc;Collège B. Tavernier;BUS;20190224;;REG;Régulière;True;69;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.670613+02:00;856
69;69-6;69A;TVX;College du Tonkin - Manufacture Montluc;Retour;10259;10905;Collège B. Tavernier;Manufacture Montluc;BUS;20190224;;REG;Régulière;True;69;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.671412+02:00;857
70;70-2;70A;NOM;Neuville - Gare Part-Dieu Vivier Merle;Retour;11014;11064;Neuville;Gare Part-Dieu V.Merle;BUS;20180101;;REG;Régulière;True;70;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.672980+02:00;546
43;43-2;43A;ZI;Gare de Vaise - Genay Proulieu;Aller;10487;30087;Gare de Vaise-G.Collomb;Genay Proulieu;BUS;20180101;;REG;Régulière;True;43;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.637777+02:00;498
71;71-1;71A;NOM;Gare de Vaise - Ecoles de Collonges;Aller;10487;30694;Gare de Vaise-G.Collomb;Ecoles de Collonges;BUS;20180101;;REG;Régulière;True;71;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.673779+02:00;547
71;71-2;71A;NOM;Ecoles de Collonges - Gare de Vaise;Retour;30694;10487;Ecoles de Collonges;Gare de Vaise-G.Collomb;BUS;20180101;;REG;Régulière;True;71;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.674577+02:00;549
43;43-5;43A;NOM;Genay Proulieu - Gare de Vaise;Retour;30087;10487;Genay Proulieu;Gare de Vaise-G.Collomb;BUS;20180101;;REG;Régulière;True;43;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.638381+02:00;502
45;45-1;45B;NOM;Croix-Rousse - Valdo;Aller;11119;11411;Croix-Rousse;Valdo;BUS;20300320;;REG;Régulière;True;45;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.640934+02:00;503
ZI3;ZI3-1;ZI3A;NOM;Vaulx-en-Velin La Soie - Z.I. Vaulx-en-Velin Est;Aller;31760;33644;Vaulx-en-Velin La Soie;Z.I. Vaulx-en-Velin Est;BUS;20180101;;REG;Régulière;True;Z I3;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.826599+02:00;663
72;72-1;72D;NOM;Gorge de Loup - Val Fontaine;Aller;10513;30001;Gorge de Loup;Val Fontaine;BUS;20230201;;REG;Régulière;False;72;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.676948+02:00;551
72;72-4;72D;NUI;Marcy l'Etoile - Gorge de Loup;Retour;10910;10513;Marcy l'Etoile;Gorge de Loup;BUS;20230201;;REG;Régulière;False;72;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.678427+02:00;556
72;72-5;72D;NOM;Val Fontaine - Gorge de Loup;Retour;30001;10513;Val Fontaine;Gorge de Loup;BUS;20230201;;REG;Régulière;False;72;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.679123+02:00;554
73;73-1;73D;NOM;Gorge de Loup - Brindas Centre;Aller;10513;10117;Gorge de Loup;Brindas Centre;BUS;20190701;;REG;Régulière;True;73;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.679987+02:00;557
79;79-1;79A;NOM;La Borelle - Décines Grand Large;Aller;10630;31610;La Borelle;Décines Grand Large;BUS;20180101;;REG;Régulière;True;79;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.686545+02:00;565
79;79-2;79A;NOM;Décines Grand Large - La Borelle;Retour;31610;10630;Décines Grand Large;La Borelle;BUS;20180101;;REG;Régulière;True;79;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.687184+02:00;566
80;80-2;80A;NOM;Givors Vallée du Gier - Grigny La Colombe;Retour;31687;31650;Givors Vallée du Gier;Grigny La Colombe;BUS;20180101;;REG;Régulière;True;80;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.688550+02:00;568
85;85-4;85A;NOM;Meyzieu Centre Aquatique - Decines Grand Large;Retour;34478;31610;Meyzieu Centre Aquatique;Décines Grand Large;BUS;20280823;;REG;Régulière;True;85;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.692666+02:00;818
81;81-2;81A;NOM;Collège Paul Vallon - Plateau de Montrond;Retour;31730;31704;Collège Paul Vallon;Plateau de Montrond;BUS;20180101;;REG;Régulière;True;81;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.689860+02:00;570
84;84-1;84A;NOM;Gare de Vaise - Neuville;Aller;10487;11014;Gare de Vaise-G.Collomb;Neuville;BUS;20180101;;REG;Régulière;True;84;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.690501+02:00;573
86;86-1;86A;NOM;Gorge de Loup - La Tour-de-Salvagny Chambettes;Aller;10513;33631;Gorge de Loup;Tour Salvagny Chambettes;BUS;20180101;;REG;Régulière;True;86;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.693365+02:00;577
86;86-2;86A;NOM;La Tour-de-Salvagny Chambettes - Gorge de Loup;Retour;33631;10513;Tour Salvagny Chambettes;Gorge de Loup;BUS;20180101;;REG;Régulière;True;86;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.693955+02:00;578
87;87-1;87A;NOM;Gare de Vénissieux - Mions Bourdelle;Aller;20487;31582;Gare de Vénissieux;Mions Bourdelle;BUS;20180101;;REG;Régulière;True;87;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.694531+02:00;579
87;87-2;87A;NOM;Mions Bourdelle - Gare de Vénissieux;Retour;31582;20487;Mions Bourdelle;Gare de Vénissieux;BUS;20180101;;REG;Régulière;True;87;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.695195+02:00;580
88;88-1;88C;NOR;Gare d'Oullins - Hopital Lyon Sud;Aller;34269;10565;Gare d'Oullins;St-Genis-Laval Hôp. Sud;BUS;20211023;;REG;Régulière;False;88;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.696041+02:00;581
88;88-2;88C;NOR;Hopital Lyon Sud - Gare d'Oullins;Retour;10565;34269;St-Genis-Laval Hôp. Sud;Gare d'Oullins;BUS;20211023;;REG;Régulière;False;88;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.696872+02:00;582
89;89-3;89D;NOM;Gare de Vaise - Porte de Lyon;Aller;10487;11147;Gare de Vaise-G.Collomb;Porte de Lyon;BUS;20300821;;REG;Régulière;True;89;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.697594+02:00;768
89;89-4;89D;NOM;Porte de Lyon - Gare de Vaise;Retour;11147;10487;Porte de Lyon;Gare de Vaise-G.Collomb;BUS;20300821;;REG;Régulière;True;89;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.698187+02:00;769
90;90-1;90B;NOM;Valmy - Place Ferber - Ste Foy Chatelain.;Aller;34451;30867;Valmy - Place Ferber;Ste Foy Châtelain.;BUS;20300320;;REG;Régulière;True;90;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.698802+02:00;586
90;90-2;90B;NOM;Ste Foy Chatelain. - Valmy - Place Ferber;Retour;30867;34451;Ste Foy Châtelain.;Valmy - Place Ferber;BUS;20300320;;REG;Régulière;True;90;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.699638+02:00;585
70;70-1;70A;NOM;Gare Part-Dieu Vivier Merle - Neuville;Aller;11064;11014;Gare Part-Dieu V.Merle;Neuville;BUS;20180101;;REG;Régulière;True;70;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.672278+02:00;545
93;93-3;93A;NOM;Hopital Feyzin Venissieux - Parc Technologique;Aller;32811;33573;Hôp. Feyzin Vénissieux;Parc Technologique;BUS;20190701;;REG;Régulière;True;93;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.700415+02:00;589
93;93-4;93A;NOM;Parc Technologique - Hopital Feyzin Venissieux;Retour;33573;32811;Parc Technologique;Hôp. Feyzin Vénissieux;BUS;20190701;;REG;Régulière;True;93;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.701232+02:00;590
95;95-1;95A;NOM;Meyzieu Parc du Grand Large - Jonage Château des Marres;Aller;33772;10603;Meyzieu Parc Grand Large;Jonage Chât. des Marres;BUS;20180101;;REG;Régulière;True;95;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.702075+02:00;591
95;95-2;95A;NOM;Jonage Château des Marres - Meyzieu Parc du Grand Large;Retour;10603;33772;Jonage Chât. des Marres;Meyzieu Parc Grand Large;BUS;20180101;;REG;Régulière;True;95;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.702835+02:00;592
97;97-1;97A;NOM;Montanay Les Dîmes - Neuville;Aller;10975;11014;Montanay Les Dîmes;Neuville;BUS;20180101;;REG;Régulière;True;97;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.705006+02:00;595
97;97-5;97A;NOM;Neuville - Montanay Les Dîmes;Retour;11014;10975;Neuville;Montanay Les Dîmes;BUS;20180101;;REG;Régulière;True;97;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.705619+02:00;596
64;64-1;64A;NOR;Jean Mace - St Fons Semard;Aller;10593;11785;Jean Macé;St Fons Semard;BUS;20251119;;REG;Régulière;True;64;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.664207+02:00;729
10E;10E-1;10E;EXP;Gare de Vaise - Porte de Lyon;Aller;10487;11147;Gare de Vaise-G.Collomb;Porte de Lyon;BUS;20160420;;REG;Régulière;True;10E;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.709227+02:00;744
77;77-2;77A;NOM;Pont de Fontaines - Montessuy Gutenberg;Retour;11169;10987;Pont de Fontaines;Montessuy Gutenberg;BUS;20180101;;REG;Régulière;True;77;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.684252+02:00;562
111;111-1;111A;NOM;Parilly - Jacques Prévert;Aller;20491;20233;Parilly;Jacques Prévert;BUS;20180101;;REG;Régulière;True;111;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.710395+02:00;601
98;98-4;98G;NOM;Ecole Veterinaire - Gorge de Loup;Retour;10393;10513;Ecole Vétérinaire;Gorge de Loup;BUS;20260824;;REG;Régulière;True;98;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.708325+02:00;885
111;111-2;111A;NOM;Jacques Prévert - Parilly;Retour;20233;20491;Jacques Prévert;Parilly;BUS;20180101;;REG;Régulière;True;111;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.710970+02:00;602
112;112-1;112A;NOM;Parilly - Corbas Rue du Midi;Aller;20491;10284;Parilly;Corbas Rue du Midi;BUS;20180101;;REG;Régulière;True;112;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.711552+02:00;603
112;112-2;112A;NOM;Corbas Rue du Midi - Parilly;Retour;10284;20491;Corbas Rue du Midi;Parilly;BUS;20180101;;REG;Régulière;True;112;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.712141+02:00;604
78;78-2;78C;NOR;Gare de  Givors Ville - Hopital Lyon Sud;Retour;31742;10565;Gare de  Givors Ville;St-Genis-Laval Hôp. Sud;BUS;20211023;;REG;Régulière;False;78;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.685905+02:00;564
BRT1;BRT1-3;321A;NOR;Gare Part-Dieu V.Merle - INSA - Einstein;Aller;11064;31028;Gare Part-Dieu V.Merle;INSA - Einstein;BUS;20240807;;PRT;Plan de remplacement tramway;True;BRT1;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.742939+02:00;890
BRT1;BRT1-4;321A;NOR;INSA - Einstein - Gare Part-Dieu V.Merle;Retour;31028;11064;INSA - Einstein;Gare Part-Dieu V.Merle;BUS;20240807;;PRT;Plan de remplacement tramway;True;BRT1;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.743518+02:00;891
BRT4;BRT4-1;329A;NOR;La Borelle - Hop. Feyzin Venissieux;Aller;10630;32811;La Borelle;Hôp. Feyzin Vénissieux;BUS;20190624;;PRT;Plan de remplacement tramway;True;BRT4;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.744589+02:00;892
BRT4;BRT4-2;329A;NOR;Hop. Feyzin Venissieux - La Borelle;Retour;32811;10630;Hôp. Feyzin Vénissieux;La Borelle;BUS;20190624;;PRT;Plan de remplacement tramway;True;BRT4;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.745131+02:00;893
115;115-3;115A;NOM;Gare de Vaise - Lissieu - Montluzin;Aller;10487;10995;Gare de Vaise-G.Collomb;Lissieu - Montluzin;BUS;20230106;;REG;Régulière;True;115;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.716384+02:00;821
115;115-4;115A;NOM;Lissieu - Montluzin - Gare de Vaise;Retour;10995;10487;Lissieu - Montluzin;Gare de Vaise-G.Collomb;BUS;20230106;;REG;Régulière;True;115;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.717015+02:00;822
118;118-1;118A;NOM;Gare de Vaise - Lissieu Le Bois Dieu;Aller;10487;33760;Gare de Vaise-G.Collomb;Bois Dieu;BUS;20180101;;REG;Régulière;True;118;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.717644+02:00;605
114;114-2;114;NOM;Hopital Lyon Sud - Gare de Givors Ville;Retour;31682;10565;Gare de Givors Ville;St-Genis-Laval Hôp. Sud;BUS;20211002;;REG;Régulière;False;114;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.715593+02:00;838
118;118-2;118A;NOM;Lissieu Le Bois Dieu - Gare de Vaise;Retour;33760;10487;Bois Dieu;Gare de Vaise-G.Collomb;BUS;20180101;;REG;Régulière;True;118;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.718250+02:00;606
119;119-1;119;NOM;Gare d'Oullins - Charly Chemin du repos;Aller;34269;34684;Gare d'Oullins;Charly Chemin du repos;BUS;20211023;;REG;Régulière;False;119;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.718863+02:00;839
119;119-2;119;NOM;Charly Chemin du repos - Gare d'Oullins;Retour;34684;34269;Charly Chemin du repos;Gare d'Oullins;BUS;20211023;;REG;Régulière;False;119;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.719626+02:00;840
122;122-1;122;NOM;Messimy - Boiron - Parc activites la Tour;Aller;40005;33791;Messimy - Boiron;Parc activités la Tour;BUS;20260824;;REG;Régulière;False;122;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.721703+02:00;896
122;122-2;122;NOM;Parc activites la Tour - Messimy - Boiron;Retour;33791;40005;Parc activités la Tour;Messimy - Boiron;BUS;20260824;;REG;Régulière;False;122;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.722341+02:00;897
142;142-1;142A;NOM;Gorge de Loup - Ecole Veterinaire;Aller;10513;10393;Gorge de Loup;Ecole Vétérinaire;BUS;20180309;;REG;Régulière;True;142;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.722930+02:00;607
142;142-2;142A;NOM;Ecole Veterinaire - Gorge de Loup;Retour;10393;10513;Ecole Vétérinaire;Gorge de Loup;BUS;20180309;;REG;Régulière;True;142;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.723491+02:00;608
145;145-1;145;NOM;Hopital Lyon Sud - Barolles Gendarmerie;Aller;10565;12255;St-Genis-Laval Hôp. Sud;Barolles Gendarmerie;BUS;20211023;;REG;Régulière;False;145;18 septembre 2024;2024-09-18 13:33:38+02:00;2024-09-25 06:00:26.724034+02:00;843
